season,series,city,country,year,month,day,round,group,num_skater,name,nationality,rank_in_group,start_position,time,qualification,rank_lap1,time_lap1,rank_lap2,time_lap2,rank_lap3,time_lap3,rank_lap4,time_lap4,rank_lap5,time_lap5,time_event
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,6,95,Armstrong LAZENBY,AUS,4,1,44.793,NA,3,7.17,4,9.56,4,9.2,4,9.33,4,9.54,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,189,Kyle CARR,USA,1,3,43.712,Q,3,7.38,3,9.26,2,8.85,1,9.01,1,9.22,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,139,Edoardo REGGIANI,ITA,2,2,44.056,Q,1,7.16,2,9.37,1,8.88,2,9.2,2,9.45,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,184,Viktor KOROLOV,UKR,3,4,45.037,NA,5,7.6,4,9.32,3,9.04,3,9.34,3,9.74,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,133,Kirath SINGH,IND,4,1,47.316,NA,4,7.6,5,9.95,4,9.65,4,9.95,4,10.17,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,101,Olivier JEAN,CAN,5,5,85.482,NA,2,7.23,1,9.19,5,28.03,5,21.67,5,19.37,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,141,Takayuki MURATAKE,JPN,1,3,43.115,Q,2,7.01,2,9.04,1,8.81,1,8.94,1,9.32,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,104,GONG Qiuwen,CHN,2,1,43.285,Q,1,6.87,1,9.05,2,8.99,2,9.1,2,9.28,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,194,Jeff SIMON,USA,3,4,43.399,NA,4,7.2,4,9.17,4,8.78,4,8.98,3,9.27,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,140,VISCARDI Davide,ITA,4,2,43.636,NA,3,7.05,3,9.25,3,8.8,3,9.0,4,9.54,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,124,Jonas KAUFMANN-LUDWIG,GER,5,5,44.625,NA,5,7.58,5,9.27,5,9.16,5,9.12,5,9.5,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,118,SHOEBRIDGE Richard,GBR,1,5,43.707,Q,2,7.22,1,9.23,1,8.85,1,9.05,1,9.36,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,171,Bartosz KONOPKO,POL,2,3,43.968,Q,1,7.06,2,9.52,2,8.99,2,9.08,2,9.32,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,149,BEKZHANOV Aydar,KAZ,3,4,44.143,NA,5,7.77,3,9.03,3,8.97,3,9.19,3,9.19,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,181,Selim TANRIKULU,TUR,4,2,45.231,NA,3,7.44,4,9.51,4,9.29,4,9.33,4,9.67,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,187,Mykyta SOKOLOV,UKR,5,1,46.99,NA,4,7.73,5,10.01,5,9.65,5,9.74,5,9.86,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,117,Jon ELEY,GBR,1,2,43.419,Q,3,7.3,3,9.31,1,8.73,1,9.0,1,9.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,138,Anthony LOBELLO,ITA,2,1,43.887,Q,1,7.06,1,9.32,2,8.99,2,9.2,2,9.32,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,125,Torsten KROEGER,GER,3,5,43.977,NA,5,7.44,5,9.47,5,8.83,3,8.92,3,9.32,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,176,Viacheslav KURGINIAN,RUS,4,4,44.992,NA,4,7.34,4,9.33,3,8.84,4,9.35,4,10.14,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,179,Jose CAVALLI,SUI,5,3,50.071,NA,2,7.12,2,9.47,4,9.07,5,12.15,5,12.27,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,11,91,BODA Pierre,AUS,1,1,43.803,Q,1,6.83,1,9.41,2,8.93,1,9.2,1,9.44,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,11,166,Freek van der WART,NED,2,5,44.21,Q,5,7.46,5,9.17,5,8.91,3,9.0,2,9.67,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,11,116,Jeremy MASSON,FRA,3,3,44.307,NA,2,6.95,2,9.35,1,8.84,4,9.47,3,9.7,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,11,132,OLAH Bence,HUN,4,2,44.345,NA,3,7.21,3,9.22,3,8.88,5,9.53,4,9.51,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,11,142,Ryosuke SAKAZUME,JPN,NA,4,NA,PEN,4,7.31,4,9.18,4,8.94,2,9.02,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,141,Takayuki MURATAKE,JPN,1,1,42.742,Q,2,6.91,2,9.19,2,8.72,2,8.94,1,8.99,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,156,LEE Han-Bin,KOR,2,2,42.856,Q,1,6.8,1,9.2,1,8.72,1,8.9,2,9.24,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,163,Niels KERSTHOLT,NED,3,3,44.333,ADV,3,7.23,4,9.38,4,9.38,3,8.98,3,9.37,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,139,Edoardo REGGIANI,ITA,NA,4,NA,PEN,4,7.39,3,9.21,3,9.3,4,9.16,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,106,LIANG Wenhao,CHN,1,1,42.227,Q,1,6.88,1,9.0,1,8.42,1,8.71,1,9.22,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,180,BLACKBURN Mackenzie,TPE,2,2,42.453,Q,2,6.97,2,9.08,2,8.55,2,8.82,2,9.04,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,145,Daisuke UEMURA,JPN,3,3,42.537,q,3,7.12,3,9.09,3,8.5,3,8.82,3,9.01,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,91,BODA Pierre,AUS,4,4,42.917,NA,4,7.24,4,9.12,4,8.64,4,8.86,4,9.06,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,3,99,HAMELIN Charles,CAN,1,1,41.803,Q,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,3,189,Kyle CARR,USA,2,3,42.489,Q,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,3,104,GONG Qiuwen,CHN,3,2,42.715,q,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,3,166,Freek van der WART,NED,4,4,42.729,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,4,107,YU Jiyang,CHN,1,1,42.721,Q,1,6.86,1,9.08,1,8.78,1,8.93,1,9.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,4,191,Chris CREVELING,USA,2,2,42.777,Q,2,7.01,2,9.08,2,8.68,2,8.95,2,9.06,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,4,118,SHOEBRIDGE Richard,GBR,3,3,43.042,NA,3,7.24,3,8.99,3,8.62,3,9.12,3,9.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,4,128,Bence BERES,HUN,4,4,43.366,NA,4,7.38,4,8.97,4,8.66,4,9.09,4,9.27,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,5,120,Paul STANLEY,GBR,1,2,42.576,Q,2,6.87,2,8.97,1,8.6,1,8.93,1,9.21,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,5,158,SIN da Woon,KOR,2,4,42.747,Q,4,7.37,4,9.0,3,8.5,3,8.73,2,9.15,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,5,160,Jekabs SAULITIS,LAT,3,3,43.982,NA,3,7.08,3,8.98,2,8.63,2,8.9,3,10.4,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,5,100,HAMELIN Francois,CAN,4,1,69.464,NA,1,6.63,1,8.92,4,25.45,4,16.39,4,12.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,6,153,KIM Byeong-Jun,KOR,1,1,42.671,Q,1,6.89,1,9.19,1,8.72,1,8.81,1,9.07,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,6,117,Jon ELEY,GBR,2,2,42.785,Q,2,7.05,2,9.14,2,8.72,2,8.89,2,8.99,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,6,138,Anthony LOBELLO,ITA,3,3,43.087,NA,3,7.21,3,9.22,3,8.69,3,8.8,3,9.17,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,6,171,Bartosz KONOPKO,POL,4,4,44.441,NA,4,7.33,4,9.36,4,8.87,4,9.12,4,9.77,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,1,106,LIANG Wenhao,CHN,1,1,41.795,Q,1,6.79,1,8.91,1,8.53,1,8.64,1,8.93,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,1,100,HAMELIN Francois,CAN,2,4,41.897,Q,2,6.95,2,8.89,2,8.5,2,8.57,2,8.99,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,1,180,BLACKBURN Mackenzie,TPE,3,2,42.149,NA,3,7.04,3,9.07,3,8.55,3,8.65,3,8.84,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,1,189,Kyle CARR,USA,4,3,42.551,NA,4,7.12,4,9.21,4,8.53,4,8.68,4,9.02,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,2,99,HAMELIN Charles,CAN,1,1,41.484,Q,1,6.66,1,8.82,1,8.49,1,8.62,1,8.9,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,2,117,Jon ELEY,GBR,2,3,42.034,Q,3,7.08,3,8.86,2,8.58,2,8.67,2,8.85,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,2,145,Daisuke UEMURA,JPN,3,2,42.356,NA,2,6.95,2,8.99,3,8.75,3,8.79,3,8.88,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,2,156,LEE Han-Bin,KOR,4,4,42.498,NA,4,7.2,4,8.89,4,8.67,4,8.95,4,8.79,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,3,158,SIN da Woon,KOR,1,3,42.75,Q,4,7.33,3,9.04,2,8.69,2,8.78,1,8.91,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,3,163,Niels KERSTHOLT,NED,2,4,42.885,Q,3,7.04,1,8.97,1,8.82,1,8.88,2,9.18,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,3,107,YU Jiyang,CHN,3,1,56.378,ADV,1,6.82,4,16.17,4,13.46,4,10.19,3,9.74,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,3,141,Takayuki MURATAKE,JPN,NA,2,NA,PEN,2,6.91,2,9.34,3,8.97,3,8.76,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,4,101,Olivier JEAN,CAN,1,5,42.371,Q,5,7.1,3,9.09,2,8.43,1,8.77,1,8.99,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,4,153,KIM Byeong-Jun,KOR,2,2,42.481,Q,1,6.85,1,9.04,1,8.7,2,8.91,2,8.99,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,4,120,Paul STANLEY,GBR,3,1,42.746,NA,2,6.93,2,9.09,3,8.72,4,8.83,3,9.18,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,4,104,GONG Qiuwen,CHN,4,3,43.029,NA,3,7.07,5,9.45,5,8.5,5,8.7,4,9.31,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Quarterfinals,4,191,Chris CREVELING,USA,NA,4,NA,PEN,4,7.1,4,9.27,4,8.5,3,8.7,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,1,99,HAMELIN Charles,CAN,1,1,41.747,QA,1,6.73,1,8.83,1,8.52,1,8.72,1,8.95,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,1,163,Niels KERSTHOLT,NED,2,4,42.575,QA,3,6.98,3,9.11,2,8.59,2,8.82,2,9.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,1,158,SIN da Woon,KOR,3,3,42.594,QB,4,7.25,4,9.0,3,8.6,3,8.73,3,9.02,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,1,107,YU Jiyang,CHN,4,5,42.759,QB,5,7.37,5,9.09,4,8.67,4,8.71,4,8.92,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,1,100,HAMELIN Francois,CAN,NA,2,NA,DNF,2,6.81,2,8.81,5,45.11,NA,NA,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,2,106,LIANG Wenhao,CHN,1,1,41.809,QA,1,6.85,1,9.02,1,8.51,1,8.62,1,8.81,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,2,101,Olivier JEAN,CAN,2,3,41.916,QA,3,7.01,3,9.15,2,8.36,2,8.61,2,8.79,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,2,117,Jon ELEY,GBR,3,2,42.125,QB,4,7.08,4,9.22,4,8.42,4,8.59,3,8.82,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Semifinals,2,153,KIM Byeong-Jun,KOR,4,4,50.348,QB,2,7.0,2,9.07,3,8.46,3,8.68,4,17.14,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalB,1,117,Jon ELEY,GBR,1,1,42.706,NA,2,7.05,2,9.03,1,8.56,1,8.84,1,9.23,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalB,1,158,SIN da Woon,KOR,2,2,43.067,NA,4,7.35,4,9.05,4,8.5,2,9.01,2,9.16,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalB,1,107,YU Jiyang,CHN,3,3,43.358,NA,1,6.92,1,8.99,2,8.75,4,9.45,3,9.25,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalB,1,153,KIM Byeong-Jun,KOR,NA,4,NA,PEN,3,7.14,3,9.04,3,8.61,3,9.12,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalA,1,106,LIANG Wenhao,CHN,1,2,41.845,NA,3,7.09,3,8.98,3,8.39,2,8.55,1,8.84,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalA,1,99,HAMELIN Charles,CAN,2,1,41.888,NA,1,6.8,1,9.03,1,8.36,1,8.78,2,8.92,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalA,1,101,Olivier JEAN,CAN,3,3,42.091,NA,2,6.94,2,8.89,2,8.5,3,8.73,3,9.04,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,FinalA,1,163,Niels KERSTHOLT,NED,4,4,42.339,NA,4,7.23,4,9.09,4,8.46,4,8.77,4,8.79,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,1,104,GONG Qiuwen,CHN,1,1,42.97,Q,1,6.92,1,9.0,1,8.87,1,8.94,1,9.24,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,1,146,WATANABE Keita,JPN,2,2,43.4,Q,3,7.2,3,9.23,2,8.86,2,8.92,2,9.19,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,1,128,Bence BERES,HUN,3,5,43.412,NA,5,7.43,4,9.12,3,8.85,3,8.89,3,9.13,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,1,94,Nathaniel HENRY,AUS,4,3,43.712,NA,2,7.11,2,9.29,4,9.03,4,9.04,4,9.25,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,1,188,Oleksandr ZHELTONOG,UKR,5,4,46.165,NA,4,7.41,5,9.73,5,9.43,5,9.58,5,10.02,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,2,102,Liam McFARLANE,CAN,1,2,41.89,Q,1,6.65,1,8.79,1,8.61,1,8.78,1,9.06,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,2,159,Roberto PUKITIS,LAT,2,1,43.047,Q,2,7.05,2,9.21,2,8.73,2,8.9,2,9.16,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,2,133,Kirath SINGH,IND,3,3,47.041,NA,5,7.52,5,9.76,5,9.57,5,10.03,3,10.17,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,2,140,VISCARDI Davide,ITA,4,5,50.804,ADV,4,7.4,4,9.1,4,8.79,4,8.85,4,16.67,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,2,168,Adam FILIPOWICZ,POL,NA,4,NA,PEN,3,7.2,3,9.21,3,8.69,3,8.97,NA,NA,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,3,193,KRUEGER John-Henry,USA,1,3,42.224,Q,2,6.96,2,8.98,1,8.5,1,8.74,1,9.05,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,3,180,BLACKBURN Mackenzie,TPE,2,1,42.516,Q,1,6.86,1,8.99,2,8.69,2,8.77,2,9.21,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,3,152,ZHUMAGAZIYEV Nurbergen,KAZ,3,5,43.282,NA,3,7.12,3,8.98,3,8.73,3,9.03,3,9.43,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,3,137,DOTTI Tommaso,ITA,4,2,44.145,NA,4,7.22,4,9.39,4,8.84,4,9.14,4,9.56,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,3,114,JEANNE Vincent,FRA,5,4,44.32,NA,5,7.47,5,9.41,5,8.94,5,9.13,5,9.37,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,4,158,SIN da Woon,KOR,1,2,42.834,Q,3,7.34,3,9.06,1,8.48,1,8.91,1,9.05,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,4,174,ELISTRATOV Semen,RUS,2,1,42.971,Q,1,6.91,1,9.24,2,8.81,2,9.0,2,9.02,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,4,166,Freek van der WART,NED,3,3,43.012,q,2,7.18,2,9.02,3,8.88,3,9.0,3,8.94,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,4,171,Bartosz KONOPKO,POL,4,4,43.936,NA,4,7.42,4,9.22,4,8.76,4,9.02,4,9.52,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,4,124,Jonas KAUFMANN-LUDWIG,GER,5,5,45.603,NA,5,7.5,5,9.32,5,9.1,5,9.52,5,10.17,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,5,96,Guillaume BASTILLE,CAN,1,5,42.754,Q,2,7.0,1,9.13,1,8.68,1,8.84,1,9.11,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,5,139,Edoardo REGGIANI,ITA,2,3,43.268,Q,3,7.09,3,9.23,2,8.76,2,8.88,2,9.31,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,5,169,Jakub JAWORSKI,POL,3,2,43.477,NA,1,6.94,2,9.35,3,8.88,3,8.99,3,9.32,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,5,119,SIMMS Billy,GBR,4,1,43.513,NA,4,7.26,4,9.27,4,8.81,4,8.98,4,9.2,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,5,151,NIKISHA Denis,KAZ,5,4,44.629,NA,5,7.39,5,9.36,5,9.05,5,9.25,5,9.58,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,6,192,Travis JAYNER,USA,1,2,43.453,Q,1,7.06,1,9.29,1,8.79,1,9.01,1,9.31,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,6,186,Dmytro POLTAVETS,UKR,2,1,44.309,Q,3,7.29,2,9.23,2,9.02,3,9.21,2,9.56,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,6,90,Timothy DEWISPELAERE,BEL,3,4,44.824,NA,2,7.19,3,9.38,3,9.09,2,9.08,3,10.09,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,6,123,Paul HERRMANN,GER,4,3,45.483,NA,4,7.45,4,9.3,4,8.99,4,9.22,4,10.53,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,6,147,Fedor ANDREYEV,KAZ,5,5,46.032,NA,5,7.55,5,9.61,5,9.23,5,9.61,5,10.04,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,153,KIM Byeong-Jun,KOR,1,1,42.528,Q,1,7.0,1,9.03,1,8.61,1,8.76,1,9.13,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,144,Yuzo TAKAMIDO,JPN,2,3,42.607,Q,2,7.12,2,9.07,2,8.58,2,8.85,2,8.99,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,162,BREEUWSMA Daan,NED,3,5,43.474,NA,4,7.34,4,9.22,3,8.62,3,9.04,3,9.26,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,129,BURJAN Csaba,HUN,4,2,43.96,NA,3,7.28,3,9.13,4,8.78,4,9.35,4,9.42,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,7,92,Ronald CALDECUTT,AUS,5,4,44.842,NA,5,7.42,5,9.38,5,9.07,5,9.27,5,9.71,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,103,CHEN Dequan,CHN,1,5,42.928,Q,4,7.24,2,9.11,2,8.76,1,8.74,1,9.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,164,KNEGT Sjinkie,NED,2,1,43.108,Q,1,6.98,1,9.21,1,8.82,2,8.9,2,9.2,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,116,Jeremy MASSON,FRA,3,2,43.21,q,2,7.07,3,9.32,3,8.86,3,8.84,3,9.12,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,178,ZAKHAROV Ruslan,RUS,4,3,44.058,NA,3,7.17,4,9.32,4,8.85,4,8.78,4,9.94,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,8,181,Selim TANRIKULU,TUR,5,4,44.661,NA,5,7.47,5,9.44,5,9.02,5,9.14,5,9.6,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,98,Michael GILDAY,CAN,1,4,42.419,Q,3,7.0,3,9.04,3,8.64,2,8.86,1,8.88,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,117,Jon ELEY,GBR,2,2,42.476,Q,2,6.87,2,9.05,1,8.67,1,8.88,2,9.01,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,111,Maxime CHATAIGNIER,FRA,3,3,42.708,q,4,7.13,4,9.08,4,8.6,3,8.83,3,9.07,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,143,Yuma SAKURAI,JPN,4,5,42.83,NA,5,7.2,5,9.16,5,8.58,4,8.78,4,9.11,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,9,107,YU Jiyang,CHN,5,1,42.906,NA,1,6.8,1,9.0,2,8.87,5,9.16,5,9.08,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,194,Jeff SIMON,USA,1,2,42.953,Q,3,7.19,1,9.08,1,8.76,1,8.84,1,9.09,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,120,Paul STANLEY,GBR,2,3,43.014,Q,1,7.13,2,9.29,2,8.71,2,8.82,2,9.07,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,156,LEE Han-Bin,KOR,3,5,43.109,q,5,7.33,4,9.46,4,8.53,3,8.68,3,9.11,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,177,Dmitry MIGUNOV,RUS,4,4,43.415,NA,4,7.26,3,9.3,3,8.69,4,8.8,4,9.37,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Preliminaries,10,183,Valentyn DANILOVSKYI,UKR,5,1,44.773,NA,2,7.19,5,9.62,5,8.96,5,9.25,5,9.76,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,164,KNEGT Sjinkie,NED,1,3,42.622,Q,3,7.07,2,9.17,3,8.81,2,8.72,1,8.86,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,194,Jeff SIMON,USA,2,2,42.627,Q,2,6.97,3,9.31,2,8.67,1,8.74,2,8.94,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,96,Guillaume BASTILLE,CAN,3,1,42.685,q,1,6.93,1,9.25,1,8.68,3,8.94,3,8.89,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,1,186,Dmytro POLTAVETS,UKR,4,4,44.079,NA,4,7.3,4,9.3,4,8.93,4,9.16,4,9.39,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,103,CHEN Dequan,CHN,1,2,42.852,Q,1,7.0,1,9.09,1,8.73,1,8.86,1,9.18,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,158,SIN da Woon,KOR,2,1,43.029,Q,3,7.3,3,9.12,2,8.58,2,8.84,2,9.19,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,146,WATANABE Keita,JPN,3,4,54.563,ADV,4,7.39,4,9.16,4,8.75,4,8.92,3,20.35,2012.82
2012/2013,World Cup,Montreal,CAN,2012,10,26,Heats,2,139,Edoardo REGGIANI,ITA,NA,3,NA,PEN,2,7.09,2,9.28,3,8.83,3,9.01,NA,NA,2012.82
